scrape_date,category,company_name,phone,email,website,employee_count,city,country,scraped_at
2026-06-15,HR,Solid PeopleSphere,(525) 268-2347,contact@solidpeoplesphere.com,https://solidpeoplesphere.com,475,Toronto,CA,2026-06-15T04:44:18Z
2026-06-15,HR,IndigoShift Systems,06593226099,sales@indigoshiftsystems.com,https://indigoshiftsystems.com,236,Raleigh,US,2026-06-15T01:14:55Z
2026-06-15,HR,Delta CultureDesk,(525) 575-3394,contact@deltaculturedesk.net,https://www.deltaculturedesk.net,33,Manchester,UK,2026-06-15T06:15:52Z
2026-06-15,HR,Apex PayrollSoft,669-479-2704,contact@apexpayrollsoft.com,https://apexpayrollsoft.com,19,Columbus,US,2026-06-15T05:24:41Z
2026-06-15,ERP,FalconForge Sphere,+15108250815,sales@falconforgesphere.com,https://www.falconforgesphere.com,6,Raleigh,US,2026-06-15T03:42:09Z
2026-06-15,HR,Solid CarePoint,(946) 585-1375 ext. 64,null,https://www.solidcarepoint.io,498,Sydney,AU,2026-06-15T04:01:04Z
2026-06-15,LMS,AnchorMentorApp,805-328-4016,hello@anchormentorapp.com,https://www.anchormentorapp.com,93,Boston,US,2026-06-15T02:56:28Z
2026-06-15,Legal,BeaconVerdict Systems,1-486-905-8922,contact@beaconverdictsystems.net,beaconverdictsystems.net,30,Columbus,US,2026-06-15T03:33:41Z
2026-06-15,Legal,VertexCaseWorks,533.481.8790,sales@vertexcaseworks.com,https://www.vertexcaseworks.com,9,Raleigh,US,2026-06-15T06:09:05Z
2026-06-15,ERP,CrownFinCore,+15413671214,contact@crownfincore.io,crownfincore.io,14,Toronto,CA,2026-06-15T04:13:49Z
2026-06-15,HR,Sable OnboardApp,+1 (470) 496-1658,contact@sableonboardapp.com,https://sableonboardapp.com,1536,Phoenix,US,2026-06-15T02:56:56Z
2026-06-15,Medical,RidgeTriageDesk,4748374449,info@ridgetriagedesk.co,https://www.ridgetriagedesk.co,32,Chicago,US,2026-06-15T02:00:33Z
2026-06-15,Medical,Lumen RxPlatform,561-700-0636,sales@lumenrxplatform.net,https://www.lumenrxplatform.net,57,Seattle,US,2026-06-15T06:24:11Z
2026-06-15,HR,TruePerformSystems,480-644-3656,info@trueperformsystems.com,https://www.trueperformsystems.com,71,Bengaluru,IN,2026-06-15T06:16:52Z
2026-06-15,ERP,VistaFin Soft,+1 (691) 758-0461,sales@vistafinsoft.net,vistafinsoft.net,20,Leeds,UK,2026-06-15T04:50:58Z
2026-06-15,HR,AltaBenefitCore,414-203-6074,hello@altabenefitcore.co,https://www.altabenefitcore.co,252,Chicago,US,2026-06-15T02:13:34Z
2026-06-15,HR,CrownRosterLabs,(352) 484-7751,contact@crownrosterlabs.com,https://www.crownrosterlabs.com,593,Chicago,US,2026-06-15T01:15:06Z
2026-06-15,HR,ZenPayroll Hub,1-397-854-6566,N/A,https://zenpayrollhub.com,18,null,US,2026-06-15T02:38:42Z
2026-06-15,Medical,VertexTriage App,607-847-9032,sales@vertextriageapp.io,https://www.vertextriageapp.io,191,Phoenix,US,2026-06-15T05:44:19Z
2026-06-15,MSP Platform,QuartzStack Sphere,1-668-202-9983,info@quartzstacksphere.com,https://www.quartzstacksphere.com,21,Denver,US,2026-06-15T04:12:32Z
2026-06-15,ERP,GraniteStockDesk,05196896144,contact@granitestockdesk.co,https://www.granitestockdesk.co,288,Vancouver,CA,2026-06-15T05:57:16Z
2026-06-15,HR,Omni TalentSystems,+17609691572,sales@omnitalentsystems.com,omnitalentsystems.com,37,Seattle,US,2026-06-15T06:28:45Z
2026-06-15,Legal,EmberCaseDesk,(925) 237-2105,contact@embercasedesk.io,https://embercasedesk.io,76,Atlanta,US,2026-06-15T01:56:16Z
2026-06-15,HR,Summit CultureSync,603.383.7704,sales@summitculturesync.com,https://summitculturesync.com,128,Atlanta,US,2026-06-15T01:30:03Z
2026-06-15,MSP Platform,BoldNodeDynamics,9545053700,sales@boldnodedynamics.com,https://www.boldnodedynamics.com,23,London,UK,2026-06-15T03:43:18Z
2026-06-15,HR,ZenPayroll Systems,377-860-3742,sales@zenpayrollsystems.com,https://www.zenpayrollsystems.com,39,Calgary,CA,2026-06-15T01:53:13Z
2026-06-15,MSP Platform,Rapid EndpointSphere,(776) 255-5620,info@rapidendpointsphere.com,https://www.rapidendpointsphere.com,235,N/A,DE,2026-06-15T05:36:01Z
2026-06-15,Medical,Solid CareWorks,(872) 668-3357,sales@solidcareworks.io,https://www.solidcareworks.io,498,Phoenix,US,2026-06-15T04:55:53Z
2026-06-15,MSP Platform,BoldPatchFlow,(887) 729-3197,sales@boldpatchflow.com,https://www.boldpatchflow.com,50,London,UK,2026-06-15T06:21:03Z
2026-06-15,HR,Juniper BenefitDesk,8944494040,info@juniperbenefitdesk.io,https://www.juniperbenefitdesk.io,122,Atlanta,US,2026-06-15T05:04:59Z
2026-06-15,MSP Platform,RidgewayEndpoint Sphere,935-409-6606,sales@ridgewayendpointsphere.com,https://www.ridgewayendpointsphere.com,261,Raleigh,US,2026-06-15T02:10:01Z
2026-06-15,Medical,Keystone MedSolutions,+15119688895,contact@keystonemedsolutions.net,https://www.keystonemedsolutions.net,84,Seattle,US,2026-06-15T02:17:50Z
2026-06-15,Medical,IndigoTriageSync,873-390-9777,contact@indigotriagesync.com,https://www.indigotriagesync.com,489,Chicago,US,2026-06-15T04:39:33Z
2026-06-15,MSP Platform,ArchGridSync,753-797-4158,hello@archgridsync.com,https://archgridsync.com,13,Leeds,UK,2026-06-15T03:37:20Z
2026-06-15,Medical,Raven Clinic Outsourcing,6258032148,contact@ravenclinicoutsourcing.com,https://www.ravenclinicoutsourcing.com,4531,Dublin,IE,2026-06-15T04:39:47Z
2026-06-15,Medical,Cobalt PulseTech,8098442231,N/A,https://www.cobaltpulsetech.net,147,Columbus,US,2026-06-15T02:05:04Z
2026-06-15,Medical,NorthChart Systems,9497002664,info@northchartsystems.com,https://northchartsystems.com,196,Raleigh,US,2026-06-15T04:32:41Z
2026-06-15,HR,GoldenRosterPoint,(495) 813-6809,sales@goldenrosterpoint.io,goldenrosterpoint.io,266,Columbus,US,2026-06-15T03:44:27Z
