scrape_date,category,company_name,source_url,phone,email,website,employee_count,city,country,scraped_at
2026-07-04,ERP,UmbraLedger Platform,https://umbraledgerplatform.com/profile,636-446-1648,sales@umbraledgerplatform.com,umbraledgerplatform.com,14,Chicago,US,2026-07-04T04:40:10Z
2026-07-04,HR,SolidTalentFlow,https://solidtalentflow.com/profile,(436) 646-3542,info@solidtalentflow.com,https://www.solidtalentflow.com,196,Phoenix,US,2026-07-04T02:19:45Z
2026-07-04,ERP,SilverLedgerSphere,https://silverledgersphere.io/profile,6114284313,info@silverledgersphere.io,https://silverledgersphere.io,16,Karachi,PK,2026-07-04T02:01:26Z
2026-07-04,MSP Platform,NovaUptime Flow,https://novauptimeflow.com/profile,+1 (931) 357-3567,hello@novauptimeflow.com,https://novauptimeflow.com,17,Tampa,US,2026-07-04T06:27:02Z
2026-07-04,Medical,XenonTriage Sphere,https://xenontriagesphere.com/profile,1-669-929-2154,contact@xenontriagesphere.com,https://www.xenontriagesphere.com,18,Calgary,CA,2026-07-04T02:22:19Z
2026-07-04,ERP,KeystonePlanSystems,https://keystoneplansystems.com/profile,6512016277,hello@keystoneplansystems.com,https://keystoneplansystems.com,196,Boston,US,2026-07-04T01:05:39Z
2026-07-04,ERP,LatticeLedgerHub,https://latticeledgerhub.net/profile,+19054330609,contact@latticeledgerhub.net,https://latticeledgerhub.net,9,Vancouver,CA,2026-07-04T06:06:29Z
2026-07-04,LEGAL ,Quartz ClauseLogic,https://quartzclauselogic.io/profile,+1 (233) 312-7657,info@quartzclauselogic.io,https://www.quartzclauselogic.io,285,Atlanta,US,2026-07-04T05:34:15Z
2026-07-04,ERP,OnyxForge Point,https://onyxforgepoint.com/profile,6683050577,sales@onyxforgepoint.com,onyxforgepoint.com,23,Karachi,PK,2026-07-04T03:27:11Z
2026-07-04,Medical,PrimeCareSuite,https://primecaresuite.com/profile,1-284-742-6995,hello@primecaresuite.com,https://primecaresuite.com,29,Raleigh,US,2026-07-04T05:09:36Z
2026-07-04,LEGAL ,BlueFiling’s Labs,https://bluefilinglabs.com/profile,+14104034430,contact@bluefilinglabs.com,https://www.bluefilinglabs.com,65,Atlanta,US,2026-07-04T03:29:03Z
2026-07-04,HR,OmniTalentFlow,https://omnitalentflow.com/profile,+13517404367,contact@omnitalentflow.com,https://omnitalentflow.com,59,London,UK,2026-07-04T02:24:03Z
2026-07-04,HR,IronRoster Labs,https://ironrosterlabs.com/profile,+18444563118,sales@ironrosterlabs.com,https://www.ironrosterlabs.com,10,Atlanta,US,2026-07-04T02:04:17Z
2026-07-04,Medical,DeltaClinicSuite’s,https://deltaclinicsuite.com/profile,+16125177149,info@deltaclinicsuite.com,https://www.deltaclinicsuite.com,162,Boston,US,2026-07-04T03:08:48Z
2026-07-04,LEGAL ,Silver DocketLogic,https://silverdocketlogic.com/profile,+1 (641) 539-0777,hello@silverdocketlogic.com,https://www.silverdocketlogic.com,1225,Melbourne,AU,2026-07-04T06:18:07Z
2026-07-04,ERP,FusionStock Cloud,https://fusionstockcloud.com/profile,383.907.8972,hello@fusionstockcloud.com,https://fusionstockcloud.com,6,Chicago,US,2026-07-04T06:09:18Z
2026-07-04,HR,GoldenRoster Base,https://goldenrosterbase.co/profile,631-344-8884,contact@goldenrosterbase.co,https://www.goldenrosterbase.co,670,Tampa,US,2026-07-04T05:16:50Z
2026-07-04,HR,Crest BenefitSystems,https://crestbenefitsystems.io/profile,1-812-371-8899,info@crestbenefitsystems.io,crestbenefitsystems.io,69,Boston,US,2026-07-04T03:06:02Z
2026-07-04,ERP,HaloLedgerSystems,https://haloledgersystems.io/profile,925.416.1703 ext. 85,sales@haloledgersystems.io,https://www.haloledgersystems.io,26,London,UK,2026-07-04T02:40:08Z
2026-07-04,HR,IronRoster Tech,https://ironrostertech.com/profile,+17233380848,info@ironrostertech.com,https://www.ironrostertech.com,364,Chicago,US,2026-07-04T03:21:57Z
2026-07-04,MSP Platform,North GridPoint,https://northgridpoint.com/profile,2778428887,contact@northgridpoint.com,northgridpoint.com,42,Columbus,US,2026-07-04T02:13:14Z
2026-07-04,Medical,ClearPatient Platform,https://clearpatientplatform.co/profile,359.411.0909,sales@clearpatientplatform.co,clearpatientplatform.co,42,Austin,US,2026-07-04T06:44:22Z
2026-07-04,MSP Platform,NimbusPatchSphere,https://nimbuspatchsphere.com/profile,+14934856924,-,https://www.nimbuspatchsphere.com,704,Bengaluru,IN,2026-07-04T04:50:52Z
2026-07-04,Medical,PrimeMed Hub,https://primemedhub.net/profile,(390) 506-1390,sales@primemedhub.net,https://www.primemedhub.net,83,Columbus,US,2026-07-04T03:49:34Z
2026-07-04,LEGAL ,NimbusCompliFlow,https://nimbuscompliflow.com/profile,+1 (858) 839-7489,hello@nimbuscompliflow.com,nimbuscompliflow.com,42,Tampa,US,2026-07-04T04:33:23Z
2026-07-04,ERP,Bold FinTech,https://boldfintech.com/profile,777-213-6033,info@boldfintech.com,https://boldfintech.com,368,Boston,US,2026-07-04T05:03:32Z
2026-07-04,ERP,Anchor ForgeFlow,https://anchorforgeflow.com/profile,1-277-837-2351,info@anchorforgeflow.com,https://www.anchorforgeflow.com,811,Seattle,US,2026-07-04T01:24:59Z
2026-07-04,Medical,Cobalt Pulse Talent Agency,https://cobaltpulsetalentagency.io/profile,(322) 668-4872,hello@cobaltpulsetalentagency.io,https://www.cobaltpulsetalentagency.io,42,Phoenix,US,2026-07-04T04:48:41Z
2026-07-04,ERP,SilverFinLabs,https://silverfinlabs.co/profile,(570) 681-1330,contact@silverfinlabs.co,https://www.silverfinlabs.co,19,Calgary,CA,2026-07-04T04:31:00Z
2026-07-04,ERP,Golden StockBase,https://goldenstockbase.io/profile,+17549181947 ext. 85,sales@goldenstockbase.io,https://www.goldenstockbase.io,38,Chicago,US,2026-07-04T03:31:30Z
2026-07-04,MSP Platform,Quantum RemoteSoft,https://quantumremotesoft.net/profile,+19405469420,info@quantumremotesoft.net,https://www.quantumremotesoft.net,49,Raleigh,US,2026-07-04T04:38:13Z
2026-07-04,MSP Platform,OnyxRemoteDynamics,https://onyxremotedynamics.com/profile,2238471163,contact@onyxremotedynamics.com,https://onyxremotedynamics.com,967,Hyderabad,IN,2026-07-04T02:44:40Z
2026-07-04,MSP Platform,BoldPatch Flow,https://boldpatchflow.com/profile,1-929-423-5492,sales@boldpatchflow.com,https://boldpatchflow.com,7,Boston,US,2026-07-04T02:04:48Z
2026-07-04,HR,Juniper Team Outsourcing,https://juniperteamoutsourcing.com/profile,497-308-8517,contact@juniperteamoutsourcing.com,juniperteamoutsourcing.com,-,London,UK,2026-07-04T01:21:18Z
2026-07-04,LEGAL ,Vista MatterSoft,https://vistamattersoft.com/profile,5068124633,sales@vistamattersoft.com,https://www.vistamattersoft.com,727,Austin,US,2026-07-04T02:09:28Z
