scrape_date,category,company_name,source_url,phone,email,website,employee_count,city,country,scraped_at
2026-07-02,ERP,BrightOrderSolutions,https://brightordersolutions.com/profile,3754316780,contact@brightordersolutions.com,https://www.brightordersolutions.com,null,Phoenix,US,2026-07-02T06:25:13Z
2026-07-02,Medical,NimbusChartWorks,https://nimbuschartworks.com/profile,(654) 525-8731,sales@nimbuschartworks.com,https://www.nimbuschartworks.com,4800,Pune,IN,2026-07-02T02:40:40Z
2026-07-02,HR,Lumen CultureSuite,https://lumenculturesuite.co/profile,9242551861,contact@lumenculturesuite.co,https://www.lumenculturesuite.co,112,Atlanta,US,2026-07-02T03:53:20Z
2026-07-02,ERP,ZephyrBatchSphere,https://zephyrbatchsphere.com/profile,+1 (886) 932-4459,N/A,zephyrbatchsphere.com,95,Tampa,US,2026-07-02T01:56:45Z
2026-07-02,ERP,RavenChainTech,https://ravenchaintech.com/profile,1-272-901-4687,hello@ravenchaintech.com,https://www.ravenchaintech.com,743,Vancouver,CA,2026-07-02T05:46:06Z
2026-07-02,Medical,Cobalt ClinicApp,https://cobaltclinicapp.net/profile,+14822695947,info@cobaltclinicapp.net,https://www.cobaltclinicapp.net,249,London,UK,2026-07-02T03:30:55Z
2026-07-02,ERP,OnyxPlan Logic,https://onyxplanlogic.com/profile,(526) 478-5649,hello@onyxplanlogic.com,https://onyxplanlogic.com,113,Lahore,PK,2026-07-02T04:18:14Z
2026-07-02,Medical,PivotChart Tech,https://pivotcharttech.io/profile,544.432.6040 ext. 46,info@pivotcharttech.io,https://www.pivotcharttech.io,681,Melbourne,AU,2026-07-02T05:10:05Z
2026-07-02,Medical,GraniteVitalSolutions,https://granitevitalsolutions.io/profile,+1 (230) 651-1037,info@granitevitalsolutions.io,granitevitalsolutions.io,213,Toronto,CA,2026-07-02T01:34:01Z
2026-07-02,Legal,Alta CounsélDesk,https://altacounseldesk.net/profile,886-371-2208,info@altacounseldesk.net,https://www.altacounseldesk.net,60,Manchester,UK,2026-07-02T04:04:27Z
2026-07-02,Legal,NorthClauseSolutions,https://northclausesolutions.co/profile,513.868.2668,hello@northclausesolutions.co,https://northclausesolutions.co,18,Phoenix,US,2026-07-02T02:32:27Z
