scrape_date,category,company_name,source_url,phone,email,website,employee_count,city,country,scraped_at
2026-06-29,HR,NovaPeople Soft,https://novapeoplesoft.com/profile,797-770-8440,sales@novapeoplesoft.com,novapeoplesoft.com,127,Tampa,US,2026-06-29T04:19:52Z
2026-06-29,Legal,PivotBriefSync,https://pivotbriefsync.net/profile,8715953992,hello@pivotbriefsync.net,https://pivotbriefsync.net,221,Islamabad,PK,2026-06-29T02:26:07Z
2026-06-29,ERP,ArchFin Desk,https://archfindesk.com/profile,(905) 271-7348,sales@archfindesk.com,https://www.archfindesk.com,null,Austin,US,2026-06-29T02:34:25Z
2026-06-29,MSP Platform,FusionMonitorFlow,https://fusionmonitorflow.com/profile,417.219.0417 ext. 59,hello@fusionmonitorflow.com,fusionmonitorflow.com,73,London,UK,2026-06-29T05:08:13Z
2026-06-29,MSP Platform,SableNetLabs,https://sablenetlabs.co/profile,762-844-1866,info@sablenetlabs.co,https://www.sablenetlabs.co,95,Chicago,US,2026-06-29T03:58:05Z
2026-06-29,MSP Platform,Iron StackCore,https://ironstackcore.com/profile,5643465405,contact@ironstackcore.com,https://ironstackcore.com,500,Seattle,US,2026-06-29T05:13:54Z
2026-06-29,MSP Platform,MosaicMonitorSolutions,https://mosaicmonitorsolutions.com/profile,350-627-7038,hello@mosaicmonitorsolutions.com,https://mosaicmonitorsolutions.com,44,Vancouver,CA,2026-06-29T04:47:22Z
2026-06-29,ERP,TidalChainHub,https://tidalchainhub.com/profile,1-643-908-4871 ext. 17,info@tidalchainhub.com,https://tidalchainhub.com,239,N/A,US,2026-06-29T06:39:00Z
2026-06-29,HR,MetaPeople Platform,https://metapeopleplatform.com/profile,1-715-698-7089,hello@metapeopleplatform.com,metapeopleplatform.com,,Munich,DE,2026-06-29T04:12:47Z
2026-06-29,ERP,Rapid LedgerSoft,https://rapidledgersoft.com/profile,844-797-7965,null,rapidledgersoft.com,43,Phoenix,US,2026-06-29T05:11:36Z
2026-06-29,MSP Platform,Mosaic EndpointHub,https://mosaicendpointhub.com/profile,+1 (682) 309-6735,hello@mosaicendpointhub.com,https://www.mosaicendpointhub.com,137,Karachi,PK,2026-06-29T03:32:16Z
