scrape_date,category,company_name,phone,email,website,employee_count,city,country,scraped_at
2026-06-20,ERP,RapidOrder Soft,08072225681,info@rapidordersoft.io,https://www.rapidordersoft.io,5,Islamabad,PK,2026-06-20T05:51:08Z
2026-06-20,legal,Zephyr VerdictTech,7763034081,contact@zephyrverdicttech.io,https://zephyrverdicttech.io,12,Phoenix,US,2026-06-20T04:01:11Z
2026-06-20,ERP,SilverFin Sync,1-772-768-5554,hello@silverfinsync.com,https://silverfinsync.com,3893,Berlin,DE,2026-06-20T04:11:31Z
2026-06-20,Medical,GranitePulseCloud,(624) 255-0904,sales@granitepulsecloud.com,https://www.granitepulsecloud.com,15,Austin,US,2026-06-20T04:21:52Z
2026-06-20,MSP Platform,Cobalt Uptime Consultants,+15983776265,hello@cobaltuptimeconsultants.com,https://www.cobaltuptimeconsultants.com,N/A,Hyderabad,IN,2026-06-20T03:09:02Z
2026-06-20,Medical,Keystone Health Manpower Services,+13558815130,sales@keystonehealthmanpowerservices.net,https://www.keystonehealthmanpowerservices.net,410,Tampa,US,2026-06-20T03:13:35Z
2026-06-20,LEGAL ,Meta MatterSolutions,(716) 287-5587,sales@metamattersolutions.com,https://www.metamattersolutions.com,862,Leeds,UK,2026-06-20T04:48:29Z
2026-06-20,MSP Platform,Harbor StackSphere,7542356012,info@harborstacksphere.com,https://www.harborstacksphere.com,13,Atlanta,US,2026-06-20T02:16:59Z
2026-06-20,Medical,WillowHealth Sync,4617643530,info@willowhealthsync.com,https://www.willowhealthsync.com,61,Leeds,UK,2026-06-20T02:21:02Z
2026-06-20,LMS,AtlasCohort Flow,5027074162,info@atlascohortflow.io,https://www.atlascohortflow.io,31,Manchester,UK,2026-06-20T04:09:02Z
2026-06-20,HR,CobaltRoster Tech,1-974-840-8364,hello@cobaltrostertech.com,https://www.cobaltrostertech.com,2333,Atlanta,US,2026-06-20T01:54:01Z
2026-06-20,LEGAL ,CedarFiling Flow,796-514-8476,sales@cedarfilingflow.net,https://www.cedarfilingflow.net,954,Chicago,US,2026-06-20T03:15:15Z
2026-06-20,Medical,Delta PatientSoft,+12302688337,contact@deltapatientsoft.io,https://www.deltapatientsoft.io,450,Atlanta,US,2026-06-20T04:30:04Z
2026-06-20,Medical,Ridgeway CarePlatform,+1 (795) 830-2201,sales@ridgewaycareplatform.com,https://ridgewaycareplatform.com,641,Austin,US,2026-06-20T03:59:53Z
2026-06-20,Legal,SilverCounselTech,(984) 977-3646,sales@silvercounseltech.com,https://www.silvercounseltech.com,42,Austin,US,2026-06-20T03:52:20Z
2026-06-20,Medical,AtlasTriage Soft,9346554189,contact@atlastriagesoft.io,https://atlastriagesoft.io,2127,Austin,US,2026-06-20T02:32:58Z
