scrape_date,category,company_name,source_url,phone,email,website,employee_count,city,country,scraped_at
2026-06-25,ERP,Pivot ResourceHub,https://pivotresourcehub.io/profile,490-325-1326,contact@pivotresourcehub.io,https://pivotresourcehub.io,57,Melbourne,AU,2026-06-25T05:34:01Z
2026-06-25,HR,SummitTalentWorks,https://summittalentworks.co/profile,+18548457994,info@summittalentworks.co,https://www.summittalentworks.co,42,Phoenix,US,2026-06-25T01:23:02Z
2026-06-25,HR,CobaltRoster Logic,https://cobaltrosterlogic.com/profile,(785) 239-3047,contact@cobaltrosterlogic.com,https://www.cobaltrosterlogic.com,27,Amsterdam,NL,2026-06-25T03:02:59Z
2026-06-25,HR,RapidShift Hub,https://rapidshifthub.net/profile,768-579-8933,contact@rapidshifthub.net,https://www.rapidshifthub.net,-,Boston,US,2026-06-25T01:16:23Z
2026-06-25,MSP Platform,Anchor PatchCloud,https://anchorpatchcloud.io/profile,311.455.2816,hello@anchorpatchcloud.io,anchorpatchcloud.io,432,Seattle,US,2026-06-25T03:56:05Z
2026-06-25,Medical,CrownCareDesk,https://crowncaredesk.co/profile,+16502955027,hello@crowncaredesk.co,https://www.crowncaredesk.co,220,Munich,DE,2026-06-25T05:15:34Z
2026-06-25,MSP Platform,BoldNodeCore,https://boldnodecore.com/profile,234.744.9797,hello@boldnodecore.com,https://boldnodecore.com,17,Tampa,US,2026-06-25T05:46:12Z
2026-06-25,MSP Platform,MosaicGrid Platform,https://mosaicgridplatform.io/profile,255-797-3642,sales@mosaicgridplatform.io,https://mosaicgridplatform.io,100,Dublin,IE,2026-06-25T02:45:10Z
2026-06-25,Lgl,NovaBrief Labs,https://novabrieflabs.co/profile,(320) 384-9232,hello@novabrieflabs.co,https://novabrieflabs.co,78,Tampa,US,2026-06-25T06:15:42Z
2026-06-25,LMS,Atlas LearnPoint,https://atlaslearnpoint.co/profile,(335) 467-7909,info@atlaslearnpoint.co,https://atlaslearnpoint.co,531,Leeds,UK,2026-06-25T01:45:43Z
2026-06-25,ERP,Cedar Forge Consultants,https://cedarforgeconsultants.io/profile,+19863054792,hello@cedarforgeconsultants.io,https://cedarforgeconsultants.io,64,Seattle,US,2026-06-25T01:08:15Z
2026-06-25,ERP,Arch ForgeSoft,https://archforgesoft.io/profile,(759) 937-7571,sales@archforgesoft.io,https://www.archforgesoft.io,N/A,Amsterdam,NL,2026-06-25T02:11:07Z
2026-06-25,HR,Golden ShiftCore,https://goldenshiftcore.io/profile,666-360-5916,hello@goldenshiftcore.io,https://goldenshiftcore.io,77,N/A,DE,2026-06-25T02:13:44Z
2026-06-25,ERP,JuniperStock Logic,https://juniperstocklogic.co/profile,+17187929567 ext. 25,info@juniperstocklogic.co,https://www.juniperstocklogic.co,10,Phoenix,US,2026-06-25T06:49:37Z
2026-06-25,Medical,Blue HealthTech,https://bluehealthtech.com/profile,716.371.4397,sales@bluehealthtech.com,https://www.bluehealthtech.com,956,Dublin,IE,2026-06-25T04:06:44Z
2026-06-25,Lgl,Pioneer CounselSolutions,https://pioneercounselsolutions.com/profile,(663) 836-2689,sales@pioneercounselsolutions.com,pioneercounselsolutions.com,13,Austin,US,2026-06-25T02:54:27Z
2026-06-25,legal,OrbitCounselSphere,https://orbitcounselsphere.io/profile,582-723-2971,contact@orbitcounselsphere.io,https://orbitcounselsphere.io,35,Tampa,US,2026-06-25T05:34:27Z
2026-06-25,HR,CedarTalent Works,https://cedartalentworks.com/profile,+17717755369,info@cedartalentworks.com,https://www.cedartalentworks.com,44,Seattle,US,2026-06-25T03:42:25Z
2026-06-25,HR,OmniBenefit Dynamics,https://omnibenefitdynamics.net/profile,+14103214518 ext. 90,sales@omnibenefitdynamics.net,https://www.omnibenefitdynamics.net,6,Melbourne,AU,2026-06-25T02:29:49Z
2026-06-25,Medical,Onyx PulseCloud,https://onyxpulsecloud.com/profile,834-286-1273,sales@onyxpulsecloud.com,onyxpulsecloud.com,42,Austin,US,2026-06-25T02:40:32Z
2026-06-25,HR,Zen FinApp,https://zenfinapp.com/profile,910.658.0969,sales@zenfinapp.com,https://www.zenfinapp.com,18,Raleigh,US,2026-06-25T02:03:44Z
2026-06-25,LMS,RavenTrain Point,https://raventrainpoint.io/profile,+13952395341,sales@raventrainpoint.io,https://raventrainpoint.io,659,Chicago,US,2026-06-25T02:25:54Z
2026-06-25,Medical,RidgePatient Sphere,https://ridgepatientsphere.io/profile,6622931017,contact@ridgepatientsphere.io,https://www.ridgepatientsphere.io,6,Raleigh,US,2026-06-25T01:48:17Z
