scrape_date,category,company_name,phone,email,website,employee_count,city,country,scraped_at
2026-06-17,ERP,Xenon PlanFlow,1-460-516-5707 ext. 33,,https://www.xenonplanflow.com,431,Boston,US,2026-06-17T01:25:08Z
2026-06-17,Legal,SilverCounsel App,+12445822241,info@silvercounselapp.io,https://www.silvercounselapp.io,7,Boston,US,2026-06-17T02:22:28Z
2026-06-17,Legal,ApexLawCloud,(777) 277-3779,info@apexlawcloud.io,https://www.apexlawcloud.io,907,Columbus,US,2026-06-17T04:30:29Z
2026-06-17,HR,NovaTalentTech,755-877-7637,contact@novatalenttech.com,https://novatalenttech.com,34,Chicago,US,2026-06-17T06:41:03Z
2026-06-17,ERP,NorthBatch Soft,+19655963819,hello@northbatchsoft.com,https://northbatchsoft.com,7,Sydney,AU,2026-06-17T02:23:15Z
2026-06-17,MSP Platform,PolarisUptime Sphere,1-254-620-1023,hello@polarisuptimesphere.co,https://www.polarisuptimesphere.co,79,London,UK,2026-06-17T02:22:09Z
2026-06-17,ERP,KeystonePlanSystems,(651) 201-6277,hello@keystoneplansystems.com,https://keystoneplansystems.com,196,Boston,US,2026-06-17T04:05:41Z
2026-06-17,MSP Platform,SolidMonitorCloud,(821) 247-1871,hello@solidmonitorcloud.com,solidmonitorcloud.com,401,Manchester,UK,2026-06-17T05:57:02Z
2026-06-17,ERP,Bold OpsCore,938.797.2586,hello@boldopscore.com,https://www.boldopscore.com,26,Calgary,CA,2026-06-17T01:51:43Z
2026-06-17,MSP Platform,SummitRemote Soft,+18318111332,sales@summitremotesoft.io,https://summitremotesoft.io,2332,Berlin,DE,2026-06-17T02:01:18Z
2026-06-17,HR,Nova CulturePoint,923-941-5415,info@novaculturepoint.com,https://www.novaculturepoint.com,205,Tampa,US,2026-06-17T02:49:06Z
2026-06-17,LMS,TrueMentor Platform,09142647671,sales@truementorplatform.io,https://truementorplatform.io,2573,Boston,US,2026-06-17T05:43:57Z
2026-06-17,HR,TruePeople Labs,385-585-5888,hello@truepeoplelabs.com,https://www.truepeoplelabs.com,77,Vancouver,CA,2026-06-17T01:59:51Z
2026-06-17,LMS,PrimeCourseLogic,576.994.6102,contact@primecourselogic.com,https://www.primecourselogic.com,13,Melbourne,AU,2026-06-17T05:09:43Z
2026-06-17,MSP Platform,Prime NetCloud,1-923-218-9350,sales@primenetcloud.com,https://www.primenetcloud.com,13,Denver,US,2026-06-17T03:44:34Z
2026-06-17,MSP Platform,RidgeStack Labs,7662417061,info@ridgestacklabs.com,https://www.ridgestacklabs.com,29,Singapore,SG,2026-06-17T01:57:54Z
2026-06-17,HR,Ridgeway RosterCore,(964) 280-1822,contact@ridgewayrostercore.com,https://www.ridgewayrostercore.com,490,Vancouver,CA,2026-06-17T02:47:45Z
2026-06-17,Medical,Crown ChartDesk,(430) 500-9340,hello@crownchartdesk.co,https://www.crownchartdesk.co,5,Seattle,US,2026-06-17T03:10:37Z
2026-06-17,Legal,Delta MatterDesk,3366424916,info@deltamatterdesk.com,https://www.deltamatterdesk.com,6,Seattle,US,2026-06-17T04:34:06Z
2026-06-17,Legal,Apex CaseHub,5104554735,hello@apexcasehub.io,https://www.apexcasehub.io,17,Boston,US,2026-06-17T05:55:46Z
2026-06-17,MSP Platform,EmberUptimeLabs,744-916-1307 ext. 79,hello@emberuptimelabs.com,https://www.emberuptimelabs.com,4409,Calgary,CA,2026-06-17T01:59:54Z
2026-06-17,MSP Platform,Bright TicketCloud,1-385-534-1030,info@brightticketcloud.com,https://www.brightticketcloud.com,2142,Columbus,US,2026-06-17T02:05:25Z
2026-06-17,ERP,Raven PlanApp,(848) 579-3872,contact@ravenplanapp.com,https://ravenplanapp.com,243,Phoenix,US,2026-06-17T01:59:23Z
2026-06-17,HR,GranitePayrollCore,+15539898599,contact@granitepayrollcore.io,https://www.granitepayrollcore.io,37,Boston,US,2026-06-17T06:00:42Z
2026-06-17,MSP Platform,SummitUptime Systems,+18586664559,contact@summituptimesystems.co,https://www.summituptimesystems.co,375,Tampa,US,2026-06-17T03:01:59Z
2026-06-17,Medical,Keystone RxSuite,1-976-662-9289,sales@keystonerxsuite.io,https://www.keystonerxsuite.io,169,Leeds,UK,2026-06-17T05:34:08Z
2026-06-17,ERP,Beacon ResourcePoint,+15695073352,info@beaconresourcepoint.net,https://beaconresourcepoint.net,105,Denver,US,2026-06-17T04:27:08Z
2026-06-17,ERP,NovaStock Cloud,924.416.0635,hello@novastockcloud.co,https://novastockcloud.co,22,Sydney,AU,2026-06-17T04:36:26Z
2026-06-17,ERP,Polaris LedgerSolutions,+18845397599,N/A,https://www.polarisledgersolutions.co,14,Chicago,US,2026-06-17T01:35:30Z
2026-06-17,Medical,Mosaic VitalDynamics,7418096459,info@mosaicvitaldynamics.com,https://www.mosaicvitaldynamics.com,150,Raleigh,US,2026-06-17T04:09:34Z
2026-06-17,Medical,RidgeRxSphere,+14758054441,hello@ridgerxsphere.io,https://ridgerxsphere.io,826,Munich,DE,2026-06-17T06:36:01Z
2026-06-17,Legal,RidgeClause Solutions,957.672.7916,sales@ridgeclausesolutions.com,https://www.ridgeclausesolutions.com,792,Austin,US,2026-06-17T03:16:26Z
2026-06-17,MSP Platform,Rapid Node Talent Agency,420.288.3850,hello@rapidnodetalentagency.com,rapidnodetalentagency.com,4888,Amsterdam,NL,2026-06-17T01:55:51Z
2026-06-17,LMS,Solid LessonCloud,(654) 978-1655,hello@solidlessoncloud.com,https://www.solidlessoncloud.com,386,Singapore,SG,2026-06-17T05:55:24Z
2026-06-17,ERP,TrueChainWorks,7873290529,sales@truechainworks.com,https://www.truechainworks.com,95,Phoenix,US,2026-06-17T01:45:23Z
2026-06-17,ERP,Raven LedgerFlow,(695) 924-1164,info@ravenledgerflow.com,https://www.ravenledgerflow.com,-,Chicago,US,2026-06-17T05:35:30Z
2026-06-17,Medical,FalconClinicSync,737-406-5659,info@falconclinicsync.com,https://www.falconclinicsync.com,34,Dublin,IE,2026-06-17T06:32:31Z
