scrape_date,category,company_name,source_url,phone,email,website,employee_count,city,country,scraped_at
2026-06-30,Legal,CrownMatter Suite,https://crownmattersuite.com/profile,+1 (800) 298-9712,null,https://www.crownmattersuite.com,21,Columbus,US,2026-06-30T05:55:36Z
2026-06-30,ERP,LumenPlan Desk,https://lumenplandesk.com/profile,(414) 875-8357,info@lumenplandesk.com,https://lumenplandesk.com,215,Tampa,US,2026-06-30T02:59:04Z
2026-06-30,ERP,Quartz ForgeHub,https://quartzforgehub.io/profile,(673) 596-9157,sales@quartzforgehub.io,https://quartzforgehub.io,322,Melbourne,AU,2026-06-30T01:38:37Z
2026-06-30,Medical,QuantumRx Point,https://quantumrxpoint.com/profile,+1 (773) 902-1784,hello@quantumrxpoint.com,https://quantumrxpoint.com,9,Chicago,US,2026-06-30T02:19:02Z
2026-06-30,ERP,ArchStock Base,https://archstockbase.io/profile,+1 (439) 712-7079,hello@archstockbase.io,https://archstockbase.io,305,Chicago,US,2026-06-30T06:49:35Z
2026-06-30,MSP Platform,ClearTicket Desk,https://clearticketdesk.net/profile,+12684824775,hello@clearticketdesk.net,https://www.clearticketdesk.net,157,Phoenix,US,2026-06-30T03:06:50Z
2026-06-30,Medical,MetaPatient Cloud,https://metapatientcloud.co/profile,1-211-302-8100,info@metapatientcloud.co,https://www.metapatientcloud.co,11,Denver,US,2026-06-30T04:28:16Z
2026-06-30,HR,Xenon CultureWorks,https://xenoncultureworks.com/profile,1-718-631-0110,info@xenoncultureworks.com,https://www.xenoncultureworks.com,18,Berlin,DE,2026-06-30T02:28:44Z
2026-06-30,HR,Golden TeamSync,https://goldenteamsync.net/profile,220-251-7924,N/A,https://goldenteamsync.net,11,London,UK,2026-06-30T01:47:00Z
2026-06-30,Medical,Willow VitalSphere,https://willowvitalsphere.com/profile,(485) 338-0280,contact@willowvitalsphere.com,https://www.willowvitalsphere.com,11,Atlanta,US,2026-06-30T03:50:20Z
2026-06-30,Medical,PolarisPatientLabs,https://polarispatientlabs.com/profile,+1 (675) 972-9395,contact@polarispatientlabs.com,https://polarispatientlabs.com,11,Lahore,PK,2026-06-30T05:09:31Z
2026-06-30,MSP Platform,Solid StackLabs,https://solidstacklabs.com/profile,+19865690841,info@solidstacklabs.com,https://www.solidstacklabs.com,976,Austin,US,2026-06-30T02:26:27Z
2026-06-30,ERP,GraniteOpsFlow,https://graniteopsflow.com/profile,5433827706,contact@graniteopsflow.com,https://www.graniteopsflow.com,2861,Atlanta,US,2026-06-30T03:28:14Z
2026-06-30,Medical,SolidHealthSync,https://solidhealthsync.com/profile,462.387.8769 ext. 10,contact@solidhealthsync.com,https://www.solidhealthsync.com,12,London,UK,2026-06-30T04:09:38Z
2026-06-30,Lgl,Ridgeway MatterSolutions,https://ridgewaymattersolutions.net/profile,973-465-2840,hello@ridgewaymattersolutions.net,https://www.ridgewaymattersolutions.net,34,Dublin,IE,2026-06-30T04:00:08Z
2026-06-30,MSP Platform,Pioneer UptimeWorks,https://pioneeruptimeworks.com/profile,834-910-3142,hello@pioneeruptimeworks.com,pioneeruptimeworks.com,84,Islamabad,PK,2026-06-30T05:07:48Z
2026-06-30,ERP,SummitOps Cloud,https://summitopscloud.co/profile,(228) 367-2335,sales@summitopscloud.co,https://www.summitopscloud.co,404,Chicago,US,2026-06-30T01:04:23Z
2026-06-30,ERP,FalconPlanFlow,https://falconplanflow.io/profile,619.541.8107,sales@falconplanflow.io,falconplanflow.io,38,London,UK,2026-06-30T01:50:34Z
2026-06-30,Medical,Atlas CarePoint,https://atlascarepoint.com/profile,655-885-3016,sales@atlascarepoint.com,https://atlascarepoint.com,52,Atlanta,US,2026-06-30T03:11:45Z
2026-06-30,legal,PivotBriefSync,https://pivotbriefsync.net/profile,+18715953992,hello@pivotbriefsync.net,https://pivotbriefsync.net,221,Islamabad,PK,2026-06-30T05:13:57Z
2026-06-30,ERP,CobaltChain Sync,https://cobaltchainsync.net/profile,(624) 638-8872,hello@cobaltchainsync.net,https://cobaltchainsync.net,130,Austin,US,2026-06-30T06:26:56Z
2026-06-30,ERP,SolidFin Sphere,https://solidfinsphere.com/profile,415-503-1443,hello@solidfinsphere.com,https://www.solidfinsphere.com,627,Boston,US,2026-06-30T06:05:56Z
2026-06-30,LEGAL ,NorthClauseSolutions,https://northclausesolutions.co/profile,+15138682668,hello@northclausesolutions.co,https://northclausesolutions.co,18,Phoenix,US,2026-06-30T01:20:15Z
2026-06-30,HR,AltaPeopleCore,https://altapeoplecore.net/profile,239-843-4934,contact@altapeoplecore.net,https://altapeoplecore.net,35,Atlanta,US,2026-06-30T06:50:58Z
